"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"RFERDUS","201710","10.61","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201711","10.28","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201712","13.6","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201713","11","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201801","11.33","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201802","11.51","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201803","12.1","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201804","12.21","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201805","12.82","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201806","13.85","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201807","13.76","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201808","14.38","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201809","13.92","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201810","14.52","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201811","15.27","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201812","13.58","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201813","12.98","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201901","11.31","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201902","12.27","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201903","13.68","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201904","13.89","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201905","13.47","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"RFERDUS","201906","12.92","2","Cost of Residual Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197301","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197302","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197303","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197304","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197305","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197306","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197307","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197308","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197309","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197310","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197311","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197312","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197313","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197401","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197402","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197403","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197404","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197405","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197406","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197407","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197408","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197409","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197410","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197411","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197412","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197413","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197501","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197502","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197503","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197504","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197505","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197506","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197507","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197508","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197509","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197510","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197511","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197512","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197513","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197601","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197602","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197603","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197604","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197605","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197606","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197607","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197608","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197609","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197610","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197611","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197612","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197613","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197701","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197702","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197703","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197704","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197705","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197706","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197707","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197708","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197709","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197710","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197711","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197712","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197713","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197801","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197802","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197803","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197804","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197805","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197806","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197807","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197808","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
"DKERDUS","197809","Not Available","3","Cost of Distillate Fuel Receipts at Electric Generating Plants","Dollars per Million Btu, Including Taxes"
